0;behöver hjälp att hitta min order
0;Jag har beställt saker och det har inte uppnåtts
0;Jag vet inte när jag kommer att få min beställning
0;Börjar bli lite iriterad, min order skulle vara här men har inte kommit
0;Det har gått 10 dagar och jag har inte fått varorna än?
0;Det står att jag skall få en spårningslänk men den har ite kommit, när kommer den?
0;Ett litet problem. Jag behöver en spårningslänk?
0;Finns det möjlighet att få leverans innan 22/12
0;har ej fått ngt meddelande via sms!
0;Har ni info om min order?
0;Har ni något spårningsnummer till min order?
0;Har ni skickat min order
0;hej jag behöver veta var min order är
0;Hej jag har en fråga till er. Var är min order?
0;Hej jag har inte fått något meddelande om att min order är framme
0;Hej jag sitter här och funderar på när mi order kommer
0;hej jag skulle vilja se hur långt min order kommit
0;Hej kan ni hjälpa mig med min fråga. Jag behöver en spårningslänk?
0;Hej kan ni visa var min order är
0;Hej när kommer min order att komma?
0;hittar inte min order
0;Hur går det med min order?
0;Hur gör man med spårningslänk
0;hur hittar jag min order
0;hur hittar jag min order
0;Hur kan jag få en spårningslänk till min beställning
0;Hur ligger det till med leveranstid?
0;Hur ligger det till med leveranstid?
0;Hur ser det ut för mitt paket?
0;hur vet jag när varan kommer
0;Jag haft inte fått mitt paket?
0;Jag har beställt 3 posters och undrar vart dom är?
0;jag har beställt posters, var är dom?
0;Jag har ebställt 3 posters och undrar vart dom är
0;jag har inte fått det jag beställde
0;jag har inte fått mina saker
0;Jag har inte fått någon leveransbekräftelse, var är mitt paket?
0;Jag har inte fått ordern
0;Jag hittar inte leveransuppgifter på denna order. Kan ni se om den skickats? 
0;Jag la en order och undrar vart den är
0;Jag saknar min leverans, var är den?
0;Jag skulle behöva veta vart min order är
0;Jag undrar när min order är beräknad att levereras till mig?
0;Jag undrar om man kan se vart sin order är?
0;Jag undrar om min beställning är påväg?
0;Jag undrar om min order hinner komma fram innan jul?
0;Jag vill spåra en sändning
0;Jag vill spåra min order, hur gör jag?
0;jag vill veta var min order är
0;Kan du hjälpa mig att se var mina varor befinner sig?
0;Kan inte du ta dig en titt var min order är
0;Kan ni se om min order är på gång?
0;Kan ni skicka en spårningslänk för min order
0;letar efte min order
0;När får jag leverans?
0;När kommer min order?
0;När kommer mina beställda varor?
0;när kommer mina grejor
0;När kommer mina produkter?
0;När sker min leverans?
0;Så jag har en frågaJag behöver en spårningslänk?
0;Tänkte bara kolla hur lång tid det tar innan jag får leveransen från er?
0;tänkte se om leveranen blir försenad då jag inte fått meddelande att det har skickats
0;Tänkte ändå bara kolla av när ni tror att min beställning 1812763 går iväg.
0;Undrar om när leverans sker på order 1827379?
0;Undrar ungefär när jag kommer få mina posters?
0;Undrar vart min order tagit vägen?
0;Vad har hänt med min beställning?
0;Vad är status på min order?
0;var fan är min order
0;Var har det jag beställt tagit vägen?
0;Var har det jag beställt tagit vägen?
0;Var har det jag beställt tagit vägen?
